ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas propano/butano,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
más de 5 meses sin actualizar,0,1,1.0,0,0,,no indicado,2 plantas,1,1,450940,0,,Los Llanos de Aridane,"Calle Retamar, 45"," Calle Retamar, 45 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",438,,2019-04-14,140000,0,3.0,1,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,0,0,,no indicado,1 planta,0,0,81534225,0,,Tazacorte,"Calle el Pozo, 11"," Calle el Pozo, 11 , Tazacorte , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",100,,2019-04-14,350000,0,2.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,2.0,0,0,,,planta 1ª exterior,0,0,36261493,1,1,Santa Cruz de la Palma,"Plaza de la Constitución, 8"," Plaza de la Constitución, 8 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",209,,2019-04-14,200000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,2.0,1,0,,,planta 6ª exterior,1,0,37791396,1,1,Santa Cruz de la Palma,Urb. RESIDENCIAL LOS MOLINOS," Avenida el Puente, 66 , Urb. RESIDENCIAL LOS MOLINOS , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ","Avenida el Puente, 66","La Palma, Santa Cruz de Tenerife",111,,2019-04-14,180000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,2.0,0,0,,no indicado,,1,1,38484848,0,,Villa de Mazo,Urb. La Sabina," La Sabina, 163 A , Urb. La Sabina , Villa de Mazo , La Palma, Santa Cruz de Tenerife ","La Sabina, 163 A","La Palma, Santa Cruz de Tenerife",8000,150,2019-04-14,263000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,1,2.0,0,0,,,1 planta,0,1,81298653,0,,Los Llanos de Aridane,"Urb. Los Llanos, Las Martelas"," Camino Nicolás Brito País, 14 , Urb. Los Llanos, Las Martelas , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ","Camino Nicolás Brito País, 14","La Palma, Santa Cruz de Tenerife",2800,,2019-04-14,71000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,5.0,0,0,,,3 plantas,1,1,26011071,0,,Villa de Mazo,Urb. Lodero," Calle Lodero, 132 , Urb. Lodero , Villa de Mazo , La Palma, Santa Cruz de Tenerife ","Calle Lodero, 132","La Palma, Santa Cruz de Tenerife",400,80,2019-04-14,330000,0,6.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,3.0,0,0,,,planta 1ª exterior,0,0,31302287,1,0,San Andrés y Sauces,"Calle príncipe felipe, 6"," Calle príncipe felipe, 6 , San Andrés y Sauces , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",160,157,2019-04-14,150000,0,8.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,2.0,0,0,,en trámite,1 planta,1,1,82585247,0,,Breña Alta,Urb. SAN ISIDRO CRUZ CHICA," Camino la, 9 , Urb. SAN ISIDRO CRUZ CHICA , Breña Alta , La Palma, Santa Cruz de Tenerife ","Camino la, 9","La Palma, Santa Cruz de Tenerife",1800,250,2019-04-14,250000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,2.0,0,0,,no indicado,1 planta,1,1,82687204,0,,Breña Alta,"Camino el Pino, 29"," Camino el Pino, 29 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",2200,250,2019-04-14,160000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de enero,0,0,2.0,0,0,2000,no indicado,2 plantas,0,1,83737734,0,,Santa Cruz de la Palma,"Calle Jameos, 31"," Calle Jameos, 31 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",110,,2019-04-14,110000,1,4.0,0,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,1.0,0,0,,,,1,0,84304593,0,,Breña Alta,"Calle general san isidro, 242"," Calle general san isidro, 242 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",123,,2019-04-14,150000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de diciembre,0,0,1.0,0,0,,no indicado,,0,0,83569865,2,,Los Llanos de Aridane,"Camino los Palomares, 76"," Camino los Palomares, 76 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",1270,,2019-04-14,150000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de febrero,0,0,2.0,0,0,,no indicado,bajo exterior,1,0,84484135,1,1,Breña Alta,"Calle Taguasco, 19"," Calle Taguasco, 19 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",90,,2019-04-14,96000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de marzo,0,0,1.0,0,0,,no indicado,planta 1ª exterior,0,0,84619016,1,0,Santa Cruz de la Palma,"Calle Izcagua, 2"," Calle Izcagua, 2 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",90,,2019-04-14,60000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,1.0,0,0,,no indicado,2 plantas,0,0,84680894,0,,Breña Alta,"Calle el Llanito, 11"," Calle el Llanito, 11 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,75000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,1.0,0,0,,no indicado,1 planta,0,0,84681426,0,,Villa de Mazo,"Camino el Linar, 105"," Camino el Linar, 105 , Villa de Mazo , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",90,,2019-04-14,95000,0,3.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,2.0,0,0,,no indicado,planta 1ª exterior,0,0,84833700,1,1,Los Llanos de Aridane,"Avenida Tanausú, 24"," Avenida Tanausú, 24 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",85,,2019-04-14,120000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de marzo,0,0,1.0,0,0,,,planta 8ª,0,0,83337025,1,1,Santa Cruz de la Palma,Avenida el Puente," Avenida el Puente , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,78000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de abril,0,0,2.0,0,0,,no indicado,2 plantas,0,0,84941108,2,,Los Llanos de Aridane,"Carretera Puerto Naos A, 250"," Carretera Puerto Naos A, 250 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",300,,2019-04-14,250000,0,6.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,0,2.0,0,0,,en trámite,bajo exterior,0,0,40402981,1,,Breña Alta,," , Breña Alta , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",73,,2019-04-14,105000,1,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,,,0,0,84422626,1,,Garafia,," , Garafia , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,40900,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de abril,0,0,2.0,0,0,,,bajo exterior,0,0,31879259,6,0,Tazacorte,," , Tazacorte , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",86,,2019-04-14,34400,0,0.0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de marzo,0,0,1.0,0,0,,,,0,0,38525931,7,,Barlovento,," , Barlovento , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,40900,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,2.0,0,0,2005,no indicado,planta 3ª exterior,0,0,323793,1,1,Santa Cruz de la Palma,"Calle Pintor Francisco Concepción, 6"," Calle Pintor Francisco Concepción, 6 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",100,88,2019-04-14,125000,1,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de enero,0,0,1.0,0,0,,no indicado,,0,0,37121943,2,,Puntallana,"Calle la Lomada, 25"," Calle la Lomada, 25 , Puntallana , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,130000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,1.0,0,0,1988,,1 planta,0,0,31352657,2,,San Andrés y Sauces,," , San Andrés y Sauces , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",79,77,2019-04-14,80000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de febrero,0,0,2.0,0,0,,,planta 2ª exterior,1,0,36330436,1,1,Breña Baja,"Camino de Vista Alegre, 144"," Camino de Vista Alegre, 144 , Breña Baja , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",82,73,2019-04-14,130000,1,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de marzo,0,0,1.0,0,0,,no indicado,,1,0,83378958,3,,Breña Alta,LP-301 s/n," LP-301 s/n , Breña Alta , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",3000,,2019-04-14,200000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de diciembre,0,0,1.0,0,0,,no indicado,2 plantas,0,0,37858130,2,,Los Llanos de Aridane,"Calle Retamar, 39 y 41"," Calle Retamar, 39 y 41 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",1781,,2019-04-14,290000,0,5.0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 23 de noviembre,0,0,1.0,0,0,,no indicado,bajo exterior,0,0,39102086,1,0,Breña Baja,"Calle Francisco Gil Soler, 30"," Calle Francisco Gil Soler, 30 , Breña Baja , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",90,,2019-04-14,93000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de enero,0,0,1.0,0,0,,,interior,0,1,34708396,1,0,Breña Baja,," , Breña Baja , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",56,45,2019-04-14,69300,0,1.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,,1 planta,1,1,40176705,0,,Los Llanos de Aridane,"Calle Armas, km 1"," Calle Armas, km 1 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",1236,,2019-04-14,390000,1,6.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 21 de febrero,0,0,2.0,0,0,,,planta 2ª exterior,0,0,83556698,6,,Tazacorte,," , Tazacorte , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",200,80,2019-04-14,250000,0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de febrero,0,0,1.0,0,0,,,planta 2ª exterior,0,0,83556709,1,1,Tazacorte,," , Tazacorte , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",200,80,2019-04-14,250000,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de enero,0,0,1.0,0,0,,,interior,0,1,34708397,1,0,Breña Baja,," , Breña Baja , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",49,39,2019-04-14,60700,0,1.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de enero,0,0,1.0,0,0,,,interior,0,1,34708398,1,0,Breña Baja,," , Breña Baja , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",56,45,2019-04-14,70600,0,1.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de enero,0,0,1.0,0,0,,,interior,0,1,34708399,1,0,Breña Baja,," , Breña Baja , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",56,45,2019-04-14,70600,0,1.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de enero,0,0,1.0,0,0,,,interior,0,1,34708401,1,0,Breña Baja,," , Breña Baja , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",55,45,2019-04-14,69300,0,1.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de febrero,0,0,1.0,1,0,,no indicado,planta 1ª exterior,0,0,333790,1,1,Santa Cruz de la Palma,Urb. zona santo domingo," Calle Morales, 20 , Urb. zona santo domingo , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ","Calle Morales, 20","La Palma, Santa Cruz de Tenerife",50,,2019-04-14,90000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de noviembre,0,0,1.0,1,0,2010,no indicado,bajo exterior,0,0,83078748,1,1,Los Llanos de Aridane,"Teobaldo Power, 36"," Teobaldo Power, 36 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",45,,2019-04-14,80000,0,1.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,no indicado,planta 1ª exterior,0,0,26342732,1,1,Los Llanos de Aridane,"Calle Fernández Taño, 10"," Calle Fernández Taño, 10 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",105,90,2019-04-14,110000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,1,0,,no indicado,bajo exterior,1,0,82554564,8,0,Villa de Mazo,"Calle Maximiliano Pérez Díaz, 38"," Calle Maximiliano Pérez Díaz, 38 , Villa de Mazo , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",120,110,2019-04-14,114000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de febrero,0,0,2.0,0,0,,no indicado,planta 3ª exterior,1,0,83046883,1,1,San Andrés y Sauces,"Calle José Pérez Vidal, 13"," Calle José Pérez Vidal, 13 , San Andrés y Sauces , La Palma, Santa Cruz de Tenerife ",,"La Palma, Santa Cruz de Tenerife",90,,2019-04-14,120000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
