ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: bomba de frío/calor,heating_calefacción central: eléctrica,heating_calefacción central: gas,heating_calefacción central: gas natural,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_calefacción individual: gasoil,heating_heating,heating_no dispone de calefacción,heating_no dispone de calefacción: eléctrica,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 14 de noviembre,1,0,2.0,0,0,,no indicado,,0,1,82349136,1,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",95,,2019-04-08,560000,0,3.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de noviembre,1,0,4.0,0,0,,no indicado,,0,0,81784118,1,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",217,,2019-04-08,1430000,0,4.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de noviembre,1,0,2.0,0,0,,no indicado,,0,0,81784119,1,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",112,,2019-04-08,730000,0,3.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de enero,1,0,3.0,1,0,1994,en trámite,,0,1,83323318,2,,Santa Eulalia del Río,Distrito Santa Gertrudis," , Distrito Santa Gertrudis , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",8995,,2019-04-08,1800000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de marzo,1,0,4.0,1,0,1979,en trámite,,1,1,83359959,2,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," Urb. Urbanización Can Furnet , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",Urb. Urbanización Can Furnet,"Ibiza, Balears (Illes)",1300,,2019-04-08,1870000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de marzo,1,0,3.0,0,0,1993,en trámite,,0,0,83530570,2,,Santa Eulalia del Río,Distrito Santa Gertrudis," , Distrito Santa Gertrudis , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",15000,,2019-04-08,3100000,0,6.0,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de febrero,0,0,4.0,0,1,1900,en trámite,,1,0,83606717,7,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",33734,,2019-04-08,3750000,0,5.0,0,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de diciembre,1,0,3.0,1,0,1979,en trámite,,1,1,83695147,2,,Santa Eulalia del Río,Distrito Santa Eulalia del Río," , Distrito Santa Eulalia del Río , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",1418,,2019-04-08,1200000,0,3.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de marzo,1,0,2.0,1,0,2007,en trámite,,1,0,83906603,5,1,Santa Eulalia del Río,Distrito Santa Eulalia del Río," , Distrito Santa Eulalia del Río , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",107,,2019-04-08,695000,0,2.0,1,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,1,0,4.0,0,0,,no indicado,,0,1,83916927,3,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",500,450,2019-04-08,2500000,0,4.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de marzo,1,0,3.0,1,0,1976,,,1,1,83927423,3,,Santa Eulalia del Río,Distrito Santa Eulalia del Río," , Distrito Santa Eulalia del Río , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",581,,2019-04-08,780000,0,3.0,1,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de enero,1,0,2.0,0,0,,no indicado,,0,1,83934524,3,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",167,,2019-04-08,690000,0,3.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de enero,1,0,1.0,1,0,,en trámite,planta 2ª exterior,0,0,84065448,1,0,Santa Eulalia del Río,Distrito Puig Den Valls," , Distrito Puig Den Valls , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",90,85,2019-04-08,315000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 1 de febrero,0,0,3.0,0,0,1985,en trámite,,1,1,84121712,2,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",2000,,2019-04-08,1100000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de febrero,1,0,3.0,1,0,2011,,,0,0,84142714,6,,Santa Eulalia del Río,Distrito Santa Gertrudis," , Distrito Santa Gertrudis , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",201,,2019-04-08,910000,0,3.0,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,1,0,1.0,0,0,,no indicado,,0,1,84250669,1,0,Santa Eulalia del Río,Distrito San Carlos," , Distrito San Carlos , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",75,65,2019-04-08,265000,0,2.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,1,0,2.0,0,0,,no indicado,,0,1,84250674,1,0,Santa Eulalia del Río,Distrito Santa Eulalia del Río," , Distrito Santa Eulalia del Río , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",75,,2019-04-08,335000,0,2.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,1,0,6.0,1,0,1985,,,1,0,84302723,2,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",2600,,2019-04-08,3150000,0,7.0,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,1,0,2.0,1,0,2016,en trámite,,0,1,84422995,3,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",432,,2019-04-08,750000,0,2.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de febrero,1,0,5.0,1,0,2016,en trámite,,0,0,84423016,2,,Santa Eulalia del Río,Distrito Jesús/Nuestra Señora de Jesús," , Distrito Jesús/Nuestra Señora de Jesús , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",44138,,2019-04-08,3550000,0,4.0,1,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de marzo,1,0,1.0,0,0,,en trámite,,0,0,84724025,1,0,Santa Eulalia del Río,Distrito Santa Eulalia del Río," , Distrito Santa Eulalia del Río , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",40,,2019-04-08,178000,0,1.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 22 de febrero,1,0,3.0,0,0,,no indicado,1 planta,1,1,82735923,6,,Santa Eulalia del Río,Distrito Santa Eulalia del Río," , Distrito Santa Eulalia del Río , Santa Eulalia del Río , Ibiza, Balears (Illes) ",,"Ibiza, Balears (Illes)",300,201,2019-04-08,1200000,0,4.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
