ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 8 de abril,0,0,1.0,0,0,,no indicado,2 plantas,0,0,82772225,3,,Ademuz,"Calle Boticario, 137"," Calle Boticario, 137 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",70,,2019-04-14,12000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,0,,no indicado,2 plantas,0,0,35984677,3,,Ademuz,"Calle Mesón, 20"," Calle Mesón, 20 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",960,,2019-04-14,43000,0,8.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de febrero,0,1,3.0,0,1,1911,no indicado,4 plantas,0,0,81995480,5,,Casas Bajas,"Calle Paso, 40"," Calle Paso, 40 , Casas Bajas , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",150,140,2019-04-14,10000,0,5.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 10 de enero,0,0,0.0,0,0,,no indicado,3 plantas,0,0,27202865,6,,Vallanca,Calle Molino s/n," Calle Molino s/n , Vallanca , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",210,,2019-04-14,25000,0,0.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 10 de abril,0,0,3.0,0,0,,no indicado,planta 3ª exterior,0,0,33012300,7,0,Ademuz,"Avenida valencia, 185"," Avenida valencia, 185 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",120,,2019-04-14,168000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de enero,0,1,1.0,0,1,,no indicado,4 plantas,0,0,39664573,3,,Ademuz,"Calle Mesón, 15"," Calle Mesón, 15 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",440,,2019-04-14,75000,0,7.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,0,0,2.0,1,0,,no indicado,4 plantas,1,0,28995561,1,,Casas Bajas,"Calle Aragón, 31"," Calle Aragón, 31 , Casas Bajas , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",190,,2019-04-14,140000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,1,0,,no indicado,planta 1ª exterior,1,1,32918637,2,0,Torre Baja,"olivera, 4"," olivera, 4 , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",60,55,2019-04-14,64900,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de diciembre,0,0,0.0,0,0,,no indicado,1 planta,0,0,31475230,8,,Castielfabib,Urb. Arroyo Cerezo," arroyo cerezo, 13 , Urb. Arroyo Cerezo , Castielfabib , El Rincón de Ademuz, València ","arroyo cerezo, 13","El Rincón de Ademuz, València",55,,2019-04-14,40000,0,1.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,1,0,,no indicado,planta 1ª exterior,1,1,38244577,2,0,Torre Baja,"Calle Hoya, 2"," Calle Hoya, 2 , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",60,55,2019-04-14,64900,0,2.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,3.0,1,0,2010,no indicado,3 plantas,0,0,81887277,3,,Ademuz,"Calle Cruces, 76"," Calle Cruces, 76 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",165,150,2019-04-14,88000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,1,,no indicado,,1,0,82193441,3,,Ademuz,"Calle Portal, 46"," Calle Portal, 46 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",230,,2019-04-14,36000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,1.0,0,1,,no indicado,3 plantas,0,0,82262164,3,,Casas Bajas,"Calle Paso, 28"," Calle Paso, 28 , Casas Bajas , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",138,,2019-04-14,25000,0,5.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,1.0,1,0,,en trámite,planta 1ª exterior,1,0,83166947,2,0,Torre Baja,"Calle Hoya, 10"," Calle Hoya, 10 , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",60,,2019-04-14,54900,0,2.0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,0,1,,no indicado,1 planta,0,1,84191672,9,,Ademuz,Urb. Cañada Parda," Via Ademuz s/n , Urb. Cañada Parda , Ademuz , El Rincón de Ademuz, València ",Via Ademuz s/n,"El Rincón de Ademuz, València",4882,,2019-04-14,80000,0,2.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,1,1.0,0,0,,inmueble exento,3 plantas,0,0,83927904,3,,Castielfabib,"Calle Puntalejo, 3"," Calle Puntalejo, 3 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",140,120,2019-04-14,70000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de abril,0,1,2.0,0,1,,en trámite,3 plantas,1,0,39026944,3,,Torre Baja,"Calle Rosario, 13"," Calle Rosario, 13 , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",193,,2019-04-14,100000,0,3.0,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de enero,0,0,1.0,0,0,,en trámite,3 plantas,0,0,39504587,3,,Ademuz,"Calle Portal, 113"," Calle Portal, 113 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",250,,2019-04-14,12000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,2.0,0,0,,no indicado,3 plantas,0,0,84079931,3,,Ademuz,"Calle Portal, 211"," Calle Portal, 211 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",90,,2019-04-14,22000,0,6.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,0,0,2.0,0,0,,no indicado,1 planta,0,0,84718229,10,,Castielfabib,"Calle Molino, 5"," Calle Molino, 5 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",154,75,2019-04-14,36416,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de febrero,0,0,1.0,0,0,,en trámite,2 plantas,0,0,37616367,9,,Casas Altas,"Calle Lavadero, 17"," Calle Lavadero, 17 , Casas Altas , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",35,34,2019-04-14,9000,0,4.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de marzo,0,0,1.0,0,0,,en trámite,2 plantas,0,0,81541990,1,,Castielfabib,"Calle Puntalejo, 1"," Calle Puntalejo, 1 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",165,,2019-04-14,70000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,no indicado,4 plantas,0,0,34615634,3,,Ademuz,"Calle solano, 8"," Calle solano, 8 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",400,320,2019-04-14,70000,0,8.0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,1,0,,no indicado,bajo exterior,0,0,1769956,7,0,Casas Bajas,"Calle del Recreo, 10"," Calle del Recreo, 10 , Casas Bajas , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",122,108,2019-04-14,40000,0,4.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de diciembre,0,0,0.0,0,0,,no indicado,3 plantas,1,0,33897577,3,,Ademuz,"Calle calderas, 27"," Calle calderas, 27 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",108,,2019-04-14,28000,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de febrero,0,0,2.0,0,1,,no indicado,4 plantas,1,0,82175848,3,,Torre Baja,"fuente, 28"," fuente, 28 , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",450,,2019-04-14,60000,0,4.0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,1,1.0,0,0,1890,en trámite,,1,0,81858673,3,,Ademuz,"del Boticario, 31"," del Boticario, 31 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",66,,2019-04-14,35000,0,4.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de febrero,0,0,1.0,0,0,1922,no indicado,,0,0,34215567,10,,Castielfabib,Calle maestro gregorio," Calle maestro gregorio , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",189,,2019-04-14,18500,0,1.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de febrero,0,1,1.0,1,0,2010,en trámite,planta 1ª exterior,1,0,39662751,2,0,Torre Baja,hoya," hoya , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",65,,2019-04-14,63000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de diciembre,0,0,2.0,1,0,1890,en trámite,,1,0,82089124,1,,Torre Baja,Calle San Roque," Calle San Roque , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",104,,2019-04-14,74000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de diciembre,0,0,3.0,1,0,,en trámite,,0,0,30820862,4,,Torre Baja,"Calle santa marina, 10"," Calle santa marina, 10 , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",130,120,2019-04-14,100000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de noviembre,0,0,1.0,0,0,,en trámite,3 plantas,0,0,34938973,3,,Castielfabib,"Calle Mayor, 4"," Calle Mayor, 4 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",300,270,2019-04-14,18000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 1 de diciembre,0,0,1.0,0,0,,en trámite,3 plantas,0,0,35011439,4,,Castielfabib,"Mayor, 14"," Mayor, 14 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",80,,2019-04-14,26000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 17 de noviembre,0,0,2.0,0,0,,en trámite,3 plantas,0,0,35062201,4,,Casas Bajas,"Real, 24"," Real, 24 , Casas Bajas , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",103,,2019-04-14,14000,0,3.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 25 de octubre,0,0,2.0,0,0,1985,en trámite,4 plantas,1,1,37927842,4,,Castielfabib,"Calle Mayor, 45"," Calle Mayor, 45 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",329,241,2019-04-14,93000,0,6.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 16 de mayo,0,0,1.0,0,0,1980,en trámite,2 plantas,0,0,36523150,4,,Castielfabib,Calle Puntalejo s/n," Calle Puntalejo s/n , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",90,,2019-04-14,40000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de enero,0,1,1.0,0,0,,en trámite,3 plantas,1,0,82906629,1,,Castielfabib,"Fuente, 66"," Fuente, 66 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",100,,2019-04-14,73000,0,5.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 2 de noviembre,1,0,2.0,1,0,1989,inmueble exento,2 plantas,1,0,82950686,1,,Castielfabib,"Calle Olmo, 19"," Calle Olmo, 19 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",158,,2019-04-14,50000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,2.0,0,0,,en trámite,,1,1,82439166,1,,Casas Altas,," , Casas Altas , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",14000,,2019-04-14,628300,0,4.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de febrero,0,0,1.0,0,1,1890,no indicado,,0,0,84159755,10,,Ademuz,," , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",120,90,2019-04-14,55000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 19 de marzo,0,0,1.0,0,0,,no indicado,3 plantas,0,0,37830549,4,,Ademuz,"Calle Portal, 64"," Calle Portal, 64 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",135,37,2019-04-14,7480,0,5.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,0,0,2.0,1,1,,no indicado,3 plantas,0,0,30912095,3,,Castielfabib,"Calle eras bajas, 120"," Calle eras bajas, 120 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",300,210,2019-04-14,89000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 31 de marzo,0,0,2.0,0,0,,en trámite,2 plantas,1,0,32622177,11,,Casas Bajas,"Calle castilla, 1"," Calle castilla, 1 , Casas Bajas , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",118,,2019-04-14,50000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de febrero,0,0,2.0,1,1,,en trámite,3 plantas,0,1,40226426,9,,Castielfabib,Barrio Abajo s/n," Barrio Abajo s/n , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",200,,2019-04-14,31000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,1,3.0,1,0,,no indicado,4 plantas,0,0,40376511,1,,Torre Baja,"Calle Zaragoza, 3"," Calle Zaragoza, 3 , Torre Baja , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",190,,2019-04-14,110000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de abril,0,0,2.0,0,1,1992,no indicado,,1,0,81475073,10,,Castielfabib,," , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",172,,2019-04-14,77000,0,5.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 31 de marzo,0,0,2.0,0,0,,en trámite,3 plantas,1,0,35742147,4,,Castielfabib,"Calle Proyecto 7 Santos, 7"," Calle Proyecto 7 Santos, 7 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",20,140,2019-04-14,45000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,2.0,1,0,2007,en trámite,,1,0,84771355,1,,Castielfabib,"Carretera de Cuenca, 5"," Carretera de Cuenca, 5 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",403,,2019-04-14,97000,0,4.0,1,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 20 de febrero,0,1,1.0,0,1,,en trámite,,0,0,34246067,9,,Ademuz,"Calle san vicente, 13"," Calle san vicente, 13 , Ademuz , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",80,70,2019-04-14,68000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de abril,0,0,2.0,0,1,,en trámite,5 plantas,0,0,30131464,3,,Vallanca,"Calle Larga, 4"," Calle Larga, 4 , Vallanca , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",300,234,2019-04-14,75000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 23 de octubre,0,1,1.0,1,0,,en trámite,3 plantas,0,0,40179860,11,,Castielfabib,"Remedio, 55"," Remedio, 55 , Castielfabib , El Rincón de Ademuz, València ",,"El Rincón de Ademuz, València",99,92,2019-04-14,20000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ad_last_update,air_conditioner,balcony,0.0,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,1,garden,house_id,12,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,0.0,storage_room,swimming_pool,terrace,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,2.0,1,0,,en trámite,planta 4ª interior,0,0,84465066,2,1,Sagunto/Sagunt,Distrito Antigua Moreria," , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",135,126,2019-04-14,82500,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,2.0,0,0,,no indicado,,1,0,348494,1,,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle Pla del Bou, 45 , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Pla del Bou, 45","Camp de Morvedre, València",200,,2019-04-14,175000,0,7.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
